captured_at_utc,run_id,source_url,hour_label,rank,name,name_norm,tweet_count_raw,tweet_count,best_position,total_tweets,trending_for_raw,trending_for_hours
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),3,#GMMTVFanfestInMacau2026,gmmtvfanfestinmacau2026,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),4,JUNIORMARK ALONG SUNNYMOON,juniormark along sunnymoon,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),5,THE EDGE OF HORIZON EP8,the edge of horizon ep8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),6,#BornToShineMingi,borntoshinemingi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),7,#Growing29WithGawin,growing29withgawin,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),8,Jorge Messi,jorge messi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),9,Galaxy Z Fold8,galaxy z fold8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),10,Malam Minggu,malam minggu,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),11,Malming,malming,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),12,Mount,mount,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),13,PERTHSANTA STARLIT JOURNEY,perthsanta starlit journey,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),14,Tielemans,tielemans,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),15,Hard Gumay,hard gumay,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),16,Amad,amad,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),17,WAVE SHOPEE THEE,wave shopee thee,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),18,21ST CENTURY BOY SANGWON,21st century boy sangwon,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),19,Mbeumo,mbeumo,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),20,KENGNAMPING AT WEIBO NIGHT,kengnamping at weibo night,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),21,Joao Pedro,joao pedro,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),22,KNOCK KNOCK ROOM NO. FREEN,knock knock room no. freen,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),23,INDOMY STREAMING CUP,indomy streaming cup,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),24,Milan,milan,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),25,Lionel Messi,lionel messi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),26,International Cat Day,international cat day,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),27,Amorim,amorim,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),28,Dirumah,dirumah,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),29,Bloody Paradise,bloody paradise,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),30,Bima,bima,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),31,Chapter 22,chapter 22,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),32,Home of Taesan's Dreams,home of taesan's dreams,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),33,Meow,meow,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),34,LOUIS SPOOKY IN LOVE OST,louis spooky in love ost,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),35,#ë¯¼ê¸°ê³µì£¼_ìì¼ì¶í,ë¯¼ê¸°ê³µì£¼_ìì¼ì¶í,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),36,#GalaxyExperienceGI,galaxyexperiencegi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),37,#GalaxyStudio,galaxystudio,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),38,#AylioXWeibogala,aylioxweibogala,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),39,#RoundOneSeries,roundoneseries,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),40,#f1twtselfieday,f1twtselfieday,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),41,#tthi_eks,tthi_eks,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),42,#ShopeeLivexTheeWave,shopeelivextheewave,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),43,#StarRailGC2026,starrailgc2026,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),44,#MUFC,mufc,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),45,#SpookyInLoveEp7,spookyinloveep7,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),46,#CementicNest_SANGWON,cementicnest_sangwon,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),47,#21ì¸ê¸°ìëI_ìì,21ì¸ê¸°ìë i_ìì,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),48,#waavetnp,waavetnp,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),49,#TerikatJanjiEp125,terikatjanjiep125,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 18:09:58 GMT+0000 (Coordinated Universal Time),50,#LCPremiereS3INA,lcpremieres3ina,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),1,#JuniorMarkConcertD2,juniormarkconcertd2,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),2,#GMMTVFanfestInMacau2026,gmmtvfanfestinmacau2026,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),3,#à¸­à¸£à¸¸à¸à¸£à¸¸à¹à¸EP8,à¸­à¸£à¸¸à¸à¸£à¸¸à¹à¸ep8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),4,JUNIORMARK ALONG SUNNYMOON,juniormark along sunnymoon,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),5,#Growing29WithGawin,growing29withgawin,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),6,THE EDGE OF HORIZON EP8,the edge of horizon ep8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),7,#BornToShineMingi,borntoshinemingi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),8,Jorge Messi,jorge messi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),9,Galaxy Z Fold8,galaxy z fold8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),10,Malam Minggu,malam minggu,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),11,Malming,malming,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),12,PERTHSANTA STARLIT JOURNEY,perthsanta starlit journey,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),13,Tielemans,tielemans,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),14,WAVE SHOPEE THEE,wave shopee thee,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),15,21ST CENTURY BOY SANGWON,21st century boy sangwon,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),16,Hard Gumay,hard gumay,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),17,Amad,amad,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),18,Mount,mount,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),19,Mbeumo,mbeumo,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),20,KENGNAMPING AT WEIBO NIGHT,kengnamping at weibo night,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),21,Joao Pedro,joao pedro,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),22,Lionel Messi,lionel messi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),23,KNOCK KNOCK ROOM NO. FREEN,knock knock room no. freen,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),24,International Cat Day,international cat day,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),25,INDOMY STREAMING CUP,indomy streaming cup,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),26,Dirumah,dirumah,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),27,SENADA MODE PERHATIAN,senada mode perhatian,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),28,EST LIVE WITH LOREAL LAQUE,est live with loreal laque,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),29,Amorim,amorim,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),30,Milan,milan,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),31,Palestra,palestra,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),32,Bima,bima,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),33,Bloody Paradise,bloody paradise,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),34,Chapter 22,chapter 22,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),35,Home of Taesan's Dreams,home of taesan's dreams,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),36,Meow,meow,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),37,LOUIS SPOOKY IN LOVE OST,louis spooky in love ost,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),38,#ë¯¼ê¸°ê³µì£¼_ìì¼ì¶í,ë¯¼ê¸°ê³µì£¼_ìì¼ì¶í,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),39,#GalaxyExperienceGI,galaxyexperiencegi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),40,#AylioXWeibogala,aylioxweibogala,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),41,#GalaxyStudio,galaxystudio,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),42,#RoundOneSeries,roundoneseries,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),43,#StarRailGC2026,starrailgc2026,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),44,#ShopeeLivexTheeWave,shopeelivextheewave,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),45,#f1twtselfieday,f1twtselfieday,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),46,#SpookyInLoveEp7,spookyinloveep7,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),47,#CementicNest_SANGWON,cementicnest_sangwon,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),48,#21ì¸ê¸°ìëI_ìì,21ì¸ê¸°ìë i_ìì,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),49,#MUFC,mufc,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 17:18:51 GMT+0000 (Coordinated Universal Time),50,#tthi_eks,tthi_eks,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),1,#GMMTVFanfestInMacau2026,gmmtvfanfestinmacau2026,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),2,#JuniorMarkConcertD2,juniormarkconcertd2,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),3,#à¸­à¸£à¸¸à¸à¸£à¸¸à¹à¸EP8,à¸­à¸£à¸¸à¸à¸£à¸¸à¹à¸ep8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),4,Jorge Messi,jorge messi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),5,THE EDGE OF HORIZON EP8,the edge of horizon ep8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),6,#Growing29WithGawin,growing29withgawin,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),7,#BornToShineMingi,borntoshinemingi,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),8,Malam Minggu,malam minggu,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),9,PERTHSANTA STARLIT JOURNEY,perthsanta starlit journey,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),10,Galaxy Z Fold8,galaxy z fold8,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),11,Malming,malming,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),12,WAVE SHOPEE THEE,wave shopee thee,,,,,,
2026-08-09T10:41:09.444607+00:00,20260809-104109,https://trends24.in/indonesia/,Sat Aug 08 2026 16:27:58 GMT+0000 (Coordinated Universal Time),13,Amad,amad,,,,,,
